Area ID,State,City,AQI (%),WQI (%),Water Quantity (%),Soil Type,Population Density (%),Industry Distance (km),Pollution (%),Cost of Living,Hospitals Nearby,Schools Nearby,Stores Nearby,Livability Label
231,Tamil Nadu,Virudhunagar,62.0,65.0,62.0,Red,80.0,8.0,68.0,10800,20,62,122,Not Suitable
232,Tamil Nadu,Sivaganga,48.0,80.0,78.0,Alluvial,65.0,20.0,50.0,9200,28,80,140,Suitable
233,Tamil Nadu,Ramanathapuram,45.0,82.0,80.0,Alluvial,62.0,22.0,48.0,9800,26,78,142,Suitable
234,Tamil Nadu,Thoothukudi Rural,55.0,75.0,72.0,Alluvial,70.0,16.0,58.0,10200,24,70,132,Suitable
235,Tamil Nadu,Krishnagiri,60.0,68.0,65.0,Red,78.0,9.0,65.0,11500,26,75,138,Suitable
236,Tamil Nadu,Dharmapuri,58.0,70.0,68.0,Red,75.0,11.0,62.0,10500,23,68,130,Suitable
237,Tamil Nadu,Tirupathur,52.0,72.0,70.0,Red,72.0,13.0,55.0,9800,25,72,132,Suitable
238,Tamil Nadu,Nilgiris,35.0,88.0,85.0,Mountain,55.0,30.0,38.0,12800,32,85,155,Suitable
239,Tamil Nadu,Cuddalore,62.0,62.0,58.0,Alluvial,80.0,6.0,68.0,11200,22,65,125,Not Suitable
240,Tamil Nadu,Nagapattinam,55.0,70.0,68.0,Alluvial,75.0,12.0,58.0,10500,24,70,130,Suitable
241,Tamil Nadu,Perambalur,50.0,75.0,72.0,Red,68.0,17.0,52.0,9500,26,75,135,Suitable
242,Tamil Nadu,Ariyalur,48.0,77.0,74.0,Red,65.0,19.0,50.0,9200,24,72,130,Suitable
243,Tamil Nadu,Karur,60.0,68.0,65.0,Red,77.0,10.0,65.0,10800,23,70,132,Suitable
244,Andhra Pradesh,Puttur,45.0,80.0,78.0,Red,65.0,21.0,48.0,10200,26,75,140,Suitable
245,Andhra Pradesh,Tanuku,50.0,78.0,75.0,Alluvial,68.0,19.0,52.0,10800,28,78,142,Suitable
246,Andhra Pradesh,Bhimavaram,52.0,75.0,72.0,Alluvial,70.0,17.0,55.0,11200,25,72,135,Suitable
247,Andhra Pradesh,Narasaraopet,58.0,70.0,68.0,Black,75.0,13.0,62.0,11800,24,70,132,Suitable
248,Andhra Pradesh,Markapur,55.0,72.0,70.0,Red,72.0,15.0,58.0,11000,23,68,128,Suitable
249,Andhra Pradesh,Adoni,62.0,65.0,62.0,Red,78.0,9.0,68.0,11500,20,65,125,Not Suitable
250,Andhra Pradesh,Madanapalle,48.0,78.0,75.0,Red,67.0,18.0,50.0,9800,25,72,135,Suitable
251,Andhra Pradesh,Jaggayyapeta,52.0,75.0,72.0,Black,70.0,16.0,55.0,10200,26,75,138,Suitable
252,Andhra Pradesh,Sattenapalle,55.0,72.0,70.0,Black,73.0,14.0,58.0,10500,24,70,132,Suitable
253,Andhra Pradesh,Rayadurg,60.0,68.0,65.0,Red,76.0,11.0,65.0,11000,21,67,127,Not Suitable
254,Andhra Pradesh,Bobbili,45.0,80.0,78.0,Alluvial,64.0,20.0,48.0,9800,27,76,139,Suitable
255,Andhra Pradesh,Amalapuram,50.0,78.0,75.0,Alluvial,68.0,18.0,52.0,10200,25,72,135,Suitable
256,Andhra Pradesh,Mandapeta,52.0,75.0,72.0,Alluvial,71.0,16.0,55.0,10500,24,70,132,Suitable
257,Andhra Pradesh,Samalkot,55.0,72.0,70.0,Alluvial,74.0,14.0,58.0,10800,22,68,130,Suitable
258,Andhra Pradesh,Pithapuram,58.0,70.0,68.0,Alluvial,77.0,12.0,62.0,11200,20,65,128,Suitable
259,Andhra Pradesh,Tuni,60.0,68.0,65.0,Alluvial,80.0,10.0,65.0,11500,18,62,125,Not Suitable
260,Andhra Pradesh,Palakollu,48.0,77.0,74.0,Alluvial,69.0,17.0,50.0,10000,26,75,136,Suitable
261,Andhra Pradesh,Kovvur,50.0,75.0,72.0,Alluvial,72.0,15.0,52.0,10300,25,72,134,Suitable
262,Andhra Pradesh,Badvel,55.0,72.0,70.0,Red,75.0,13.0,58.0,10600,23,68,130,Suitable
263,Andhra Pradesh,Kadiri,58.0,70.0,68.0,Red,78.0,11.0,62.0,10900,21,65,128,Suitable
264,Andhra Pradesh,Kavali,52.0,75.0,72.0,Alluvial,71.0,16.0,55.0,10200,26,75,135,Suitable
265,Telangana,Medak,50.0,75.0,72.0,Black,65.0,20.0,52.0,9800,24,70,132,Suitable
266,Telangana,Narayanpet,45.0,78.0,75.0,Red,60.0,24.0,48.0,9200,22,65,128,Suitable
267,Telangana,Jangaon,52.0,75.0,72.0,Black,68.0,18.0,55.0,10200,26,75,135,Suitable
268,Telangana,Bhupalpalle,48.0,78.0,76.0,Red,62.0,22.0,50.0,9500,24,72,134,Suitable
269,Telangana,Yadadri,55.0,72.0,70.0,Red,70.0,16.0,58.0,10500,25,72,132,Suitable
270,Telangana,Asifabad,42.0,80.0,78.0,Red,58.0,26.0,45.0,8800,23,68,130,Suitable
271,Telangana,Kagaznagar,58.0,68.0,65.0,Black,72.0,14.0,62.0,9800,20,62,125,Suitable
272,Telangana,Metpalle,52.0,72.0,70.0,Black,68.0,17.0,55.0,9500,24,70,130,Suitable
273,Telangana,Korutla,50.0,75.0,72.0,Black,65.0,19.0,52.0,9200,25,72,132,Suitable
274,Telangana,Armoor,55.0,70.0,68.0,Black,70.0,15.0,58.0,10200,23,68,128,Suitable
275,Telangana,Bodhan,58.0,68.0,65.0,Black,73.0,13.0,62.0,10500,21,65,126,Suitable
276,Telangana,Chityal,48.0,77.0,74.0,Red,62.0,21.0,50.0,9500,25,72,133,Suitable
277,Telangana,Madhira,52.0,75.0,72.0,Black,68.0,18.0,55.0,9800,24,70,130,Suitable
278,Telangana,Wyra,50.0,76.0,73.0,Black,65.0,20.0,52.0,9600,23,69,129,Suitable
279,Telangana,Sathupalle,55.0,72.0,70.0,Black,70.0,16.0,58.0,10100,22,67,128,Suitable
280,Telangana,Palwancha,60.0,68.0,65.0,Black,75.0,12.0,65.0,10800,20,65,125,Not Suitable
281,Assam,Mangaldoi,52.0,72.0,70.0,Alluvial,65.0,19.0,55.0,9500,24,70,132,Suitable
282,Assam,North Lakhimpur,50.0,75.0,72.0,Alluvial,62.0,21.0,52.0,9200,26,75,135,Suitable
283,Assam,Dhubri,58.0,68.0,65.0,Alluvial,70.0,15.0,62.0,8800,22,65,125,Suitable
284,Assam,Kokrajhar,55.0,70.0,68.0,Alluvial,68.0,17.0,58.0,9000,23,68,128,Suitable
285,Assam,Barpeta,60.0,65.0,62.0,Alluvial,72.0,13.0,65.0,9200,20,62,120,Not Suitable
286,Assam,Goalpara Town,48.0,75.0,72.0,Alluvial,65.0,18.0,50.0,8800,24,70,130,Suitable
287,Assam,Morigaon,52.0,72.0,70.0,Alluvial,68.0,16.0,55.0,9000,23,68,128,Suitable
288,Assam,Hailakandi,50.0,74.0,71.0,Alluvial,64.0,20.0,52.0,8700,25,72,131,Suitable
289,Assam,Dhemaji,45.0,78.0,75.0,Alluvial,60.0,24.0,48.0,9200,26,75,136,Suitable
290,Assam,Golaghat,48.0,76.0,73.0,Alluvial,62.0,22.0,50.0,9400,24,71,130,Suitable
291,Goa,Bicholim,38.0,87.0,85.0,Laterite,58.0,26.0,40.0,12000,26,75,140,Suitable
292,Goa,Sanquelim,40.0,85.0,83.0,Laterite,60.0,24.0,42.0,12500,28,78,142,Suitable
293,Goa,Valpoi,35.0,89.0,87.0,Laterite,55.0,28.0,38.0,11500,24,72,135,Suitable
294,Goa,Curchorem,42.0,84.0,82.0,Laterite,62.0,22.0,45.0,13000,30,80,148,Suitable
295,Goa,Quepem,40.0,86.0,84.0,Laterite,58.0,26.0,42.0,12200,26,75,142,Suitable
296,Goa,Sanguem,38.0,88.0,86.0,Laterite,56.0,27.0,40.0,11800,25,73,138,Suitable
297,Goa,Pernem,45.0,82.0,80.0,Laterite,64.0,20.0,48.0,13500,29,79,145,Suitable
298,Goa,Canacona,42.0,85.0,83.0,Laterite,60.0,24.0,45.0,12800,27,76,140,Suitable
299,Goa,Dharbandora,40.0,87.0,85.0,Laterite,58.0,26.0,42.0,12400,25,72,136,Suitable
300,Goa,Salcete,48.0,80.0,78.0,Laterite,66.0,18.0,50.0,14000,31,82,150,Suitable
351,Punjab,Moga,60.0,65.0,62.0,Alluvial,75.0,12.0,65.0,11800,26,75,138,Suitable
352,Punjab,Hoshiarpur,55.0,72.0,70.0,Alluvial,70.0,16.0,58.0,12500,28,80,145,Suitable
353,Punjab,Kapurthala,58.0,70.0,68.0,Alluvial,72.0,14.0,62.0,12200,27,78,142,Suitable
354,Punjab,Firozpur,65.0,60.0,58.0,Alluvial,78.0,9.0,70.0,11500,22,65,130,Not Suitable
355,Punjab,Fatehgarh Sahib,52.0,75.0,72.0,Alluvial,68.0,17.0,55.0,11200,28,80,140,Suitable
356,Punjab,Rupnagar,50.0,77.0,74.0,Alluvial,65.0,19.0,52.0,10800,26,75,136,Suitable
357,Punjab,SAS Nagar,62.0,68.0,65.0,Alluvial,80.0,8.0,68.0,14500,30,82,150,Suitable
358,Punjab,Barnala,58.0,65.0,62.0,Alluvial,75.0,11.0,62.0,11200,24,70,132,Suitable
359,Punjab,Sangrur,60.0,62.0,58.0,Alluvial,77.0,10.0,65.0,11500,23,68,130,Not Suitable
360,Punjab,Muktsar,62.0,60.0,55.0,Alluvial,78.0,8.0,68.0,11000,21,65,125,Not Suitable
361,Haryana,Sirsa,65.0,60.0,55.0,Alluvial,78.0,9.0,70.0,11800,22,65,128,Not Suitable
362,Haryana,Fatehabad,62.0,62.0,58.0,Alluvial,75.0,11.0,65.0,11500,24,70,132,Suitable
363,Haryana,Jind,68.0,58.0,52.0,Alluvial,80.0,7.0,72.0,12200,23,68,130,Not Suitable
364,Haryana,Sonipat,72.0,55.0,50.0,Alluvial,85.0,6.0,76.0,13800,28,78,142,Not Suitable
365,Haryana,Bahadurgarh,75.0,52.0,48.0,Alluvial,88.0,5.0,80.0,14500,26,75,140,Not Suitable
366,Haryana,Palwal,70.0,58.0,53.0,Alluvial,82.0,8.0,74.0,12800,25,72,135,Not Suitable
367,Haryana,Rewari,65.0,65.0,62.0,Alluvial,78.0,10.0,68.0,13500,28,80,145,Suitable
368,Haryana,Narnaul,60.0,68.0,65.0,Alluvial,72.0,14.0,65.0,12200,26,75,138,Suitable
369,Haryana,Bhiwani,62.0,62.0,58.0,Alluvial,75.0,12.0,65.0,11800,24,70,132,Suitable
370,Haryana,Mahendragarh,58.0,68.0,65.0,Alluvial,70.0,16.0,62.0,11200,25,72,135,Suitable
371,Uttar Pradesh,Shahjahanpur,72.0,55.0,50.0,Alluvial,82.0,8.0,75.0,11500,24,70,130,Not Suitable
372,Uttar Pradesh,Rampur,75.0,52.0,48.0,Alluvial,84.0,6.0,78.0,11800,22,68,128,Not Suitable
373,Uttar Pradesh,Modinagar,78.0,50.0,45.0,Alluvial,86.0,5.0,82.0,12500,20,65,125,Not Suitable
374,Uttar Pradesh,Khora,80.0,48.0,42.0,Alluvial,88.0,4.0,84.0,13200,18,62,122,Not Suitable
375,Uttar Pradesh,Bulandshahr,70.0,58.0,53.0,Alluvial,80.0,9.0,74.0,11200,25,72,135,Not Suitable
376,Uttar Pradesh,Hapur,68.0,60.0,55.0,Alluvial,78.0,10.0,72.0,10800,23,68,130,Suitable
377,Uttar Pradesh,Etawah,65.0,62.0,58.0,Alluvial,75.0,12.0,70.0,10500,24,70,132,Suitable
378,Uttar Pradesh,Muzaffarnagar,72.0,55.0,50.0,Alluvial,82.0,7.0,75.0,11500,22,65,128,Not Suitable
379,Uttar Pradesh,Orai,62.0,65.0,62.0,Alluvial,75.0,11.0,68.0,10200,23,68,130,Suitable
380,Uttar Pradesh,Banda,60.0,68.0,65.0,Alluvial,72.0,14.0,65.0,9800,25,72,135,Suitable
381,Uttar Pradesh,Pilibhit,58.0,70.0,68.0,Alluvial,70.0,16.0,62.0,9500,24,70,132,Suitable
382,Uttar Pradesh,Barabanki,65.0,62.0,58.0,Alluvial,76.0,10.0,70.0,10200,22,65,128,Suitable
383,Uttar Pradesh,Chandausi,68.0,60.0,55.0,Alluvial,78.0,8.0,72.0,10800,20,62,125,Not Suitable
384,Uttar Pradesh,Bahraich,62.0,65.0,62.0,Alluvial,74.0,12.0,68.0,9800,23,68,130,Suitable
385,Uttar Pradesh,Ayodhya,55.0,72.0,70.0,Alluvial,68.0,17.0,58.0,9200,26,75,138,Suitable
386,Uttar Pradesh,Sitapur,60.0,68.0,65.0,Alluvial,72.0,14.0,65.0,9500,24,70,132,Suitable
387,Uttar Pradesh,Ballia,58.0,70.0,68.0,Alluvial,70.0,16.0,62.0,9200,23,68,130,Suitable
388,Uttar Pradesh,Lalitpur,52.0,75.0,72.0,Black,65.0,19.0,55.0,8800,25,72,132,Suitable
389,Uttar Pradesh,Mainpuri,55.0,72.0,70.0,Alluvial,68.0,17.0,58.0,9000,24,70,130,Suitable
390,Uttar Pradesh,Deoria,60.0,68.0,65.0,Alluvial,72.0,13.0,65.0,9200,22,65,128,Suitable
391,Uttar Pradesh,Sultanpur,62.0,65.0,62.0,Alluvial,75.0,11.0,68.0,9500,21,64,127,Suitable
392,Uttar Pradesh,Unnao,65.0,62.0,58.0,Alluvial,78.0,9.0,70.0,9800,20,62,125,Not Suitable
393,Uttar Pradesh,Hathras,68.0,60.0,55.0,Alluvial,80.0,8.0,72.0,10200,19,60,122,Not Suitable
394,Uttar Pradesh,Farrukhabad,70.0,58.0,53.0,Alluvial,82.0,7.0,74.0,10500,21,65,128,Not Suitable
395,Uttar Pradesh,Rae Bareli,62.0,65.0,62.0,Alluvial,75.0,12.0,68.0,9800,23,68,130,Suitable
396,Uttar Pradesh,Basti,58.0,68.0,65.0,Alluvial,72.0,14.0,62.0,9500,24,70,132,Suitable
397,Uttar Pradesh,Azamgarh,60.0,65.0,62.0,Alluvial,74.0,13.0,65.0,9200,22,65,128,Suitable
398,Uttar Pradesh,Mirzapur,65.0,60.0,55.0,Alluvial,78.0,10.0,70.0,9800,20,62,125,Not Suitable
399,Uttar Pradesh,Sambhal,70.0,55.0,50.0,Alluvial,81.0,8.0,75.0,10200,19,60,122,Not Suitable
400,Uttar Pradesh,Shamli,68.0,58.0,52.0,Alluvial,79.0,9.0,72.0,9900,21,64,126,Not Suitable
451,Bihar,Siwan,62.0,62.0,58.0,Alluvial,75.0,10.0,68.0,8800,22,65,125,Suitable
452,Bihar,Chhapra,65.0,60.0,55.0,Alluvial,78.0,8.0,70.0,9000,20,62,122,Not Suitable
453,Bihar,Danapur,70.0,55.0,50.0,Alluvial,82.0,6.0,75.0,9500,18,58,118,Not Suitable
454,Bihar,Bettiah,58.0,65.0,62.0,Alluvial,72.0,12.0,62.0,8500,23,68,130,Suitable
455,Bihar,Katihar,60.0,62.0,58.0,Alluvial,74.0,11.0,65.0,8700,21,64,126,Suitable
456,Bihar,Jehanabad,62.0,60.0,55.0,Alluvial,76.0,9.0,68.0,8900,20,62,124,Not Suitable
457,Bihar,Aurangabad(Bihar),55.0,68.0,65.0,Alluvial,70.0,14.0,58.0,8200,24,70,132,Suitable
458,Bihar,Sasaram,58.0,65.0,62.0,Alluvial,72.0,13.0,62.0,8400,23,68,130,Suitable
459,Bihar,Munger,60.0,62.0,58.0,Alluvial,75.0,11.0,65.0,8600,21,65,127,Suitable
460,Bihar,Biharsharif,62.0,60.0,55.0,Alluvial,77.0,10.0,68.0,8800,20,62,125,Not Suitable
461,Bihar,Hajipur,68.0,55.0,50.0,Alluvial,80.0,7.0,72.0,9200,19,60,122,Not Suitable
462,Bihar,Dehri,58.0,65.0,62.0,Alluvial,73.0,12.0,62.0,8500,22,65,128,Suitable
463,Bihar,Arrah,65.0,60.0,55.0,Alluvial,78.0,9.0,70.0,9000,20,62,125,Not Suitable
464,Bihar,Begusarai,70.0,52.0,48.0,Alluvial,82.0,5.0,75.0,9300,18,58,120,Not Suitable
465,Bihar,Kishanganj,55.0,70.0,68.0,Alluvial,68.0,16.0,58.0,8000,24,70,135,Suitable
466,Bihar,Jamalpur,60.0,65.0,62.0,Alluvial,72.0,13.0,65.0,8500,22,65,130,Suitable
467,Bihar,Saharsa,58.0,62.0,58.0,Alluvial,70.0,14.0,62.0,8200,23,68,132,Suitable
468,Bihar,Dumraon,52.0,72.0,70.0,Alluvial,65.0,18.0,55.0,7800,25,72,135,Suitable
469,Bihar,Madhepura,55.0,68.0,65.0,Alluvial,68.0,16.0,58.0,8000,23,68,130,Suitable
470,Bihar,Supaul,58.0,65.0,62.0,Alluvial,71.0,14.0,62.0,8300,22,65,128,Suitable
 
